terytSzkoly;gminaSzkoly;terytZamieszkania;gminaZamieszkania;typSzkoly;liczbaOsob
2862011;M. Olsztyn;2814013;Barczewo;gimnazjalne;60
2862011;M. Olsztyn;2814042;Dywity;gimnazjalne;60
2862011;M. Olsztyn;2814052;Gietrzwałd;gimnazjalne;48
2862011;M. Olsztyn;2814072;Jonkowo;gimnazjalne;48
2862011;M. Olsztyn;2814102;Purda;gimnazjalne;39
2862011;M. Olsztyn;2814112;Stawiguda;gimnazjalne;42
2862011;M. Olsztyn;1415083;Myszyniec;ponadgimnazjalne;10
2862011;M. Olsztyn;1422023;Chorzele;ponadgimnazjalne;17
2862011;M. Olsztyn;2801011;Bartoszyce;ponadgimnazjalne;36
2862011;M. Olsztyn;2801032;Bartoszyce;ponadgimnazjalne;11
2862011;M. Olsztyn;2801043;Bisztynek;ponadgimnazjalne;29
2862011;M. Olsztyn;2801052;Górowo Iławeckie;ponadgimnazjalne;11
2862011;M. Olsztyn;2801063;Sępopol;ponadgimnazjalne;16
2862011;M. Olsztyn;2802042;Lelkowo;ponadgimnazjalne;10
2862011;M. Olsztyn;2802053;Pieniężno;ponadgimnazjalne;15
2862011;M. Olsztyn;2806011;Giżycko;ponadgimnazjalne;16
2862011;M. Olsztyn;2807011;Iława;ponadgimnazjalne;24
2862011;M. Olsztyn;2807073;Zalewo;ponadgimnazjalne;12
2862011;M. Olsztyn;2808011;Kętrzyn;ponadgimnazjalne;10
2862011;M. Olsztyn;2808043;Korsze;ponadgimnazjalne;28
2862011;M. Olsztyn;2809011;Lidzbark Warmiński;ponadgimnazjalne;37
2862011;M. Olsztyn;2809022;Kiwity;ponadgimnazjalne;10
2862011;M. Olsztyn;2809032;Lidzbark Warmiński;ponadgimnazjalne;11
2862011;M. Olsztyn;2809042;Lubomino;ponadgimnazjalne;34
2862011;M. Olsztyn;2809053;Orneta;ponadgimnazjalne;28
2862011;M. Olsztyn;2810011;Mrągowo;ponadgimnazjalne;39
2862011;M. Olsztyn;2810032;Mrągowo;ponadgimnazjalne;16
2862011;M. Olsztyn;2810052;Sorkwity;ponadgimnazjalne;13
2862011;M. Olsztyn;2811043;Nidzica;ponadgimnazjalne;46
2862011;M. Olsztyn;2814013;Barczewo;ponadgimnazjalne;345
2862011;M. Olsztyn;2814023;Biskupiec;ponadgimnazjalne;134
2862011;M. Olsztyn;2814033;Dobre Miasto;ponadgimnazjalne;185
2862011;M. Olsztyn;2814042;Dywity;ponadgimnazjalne;283
2862011;M. Olsztyn;2814052;Gietrzwałd;ponadgimnazjalne;138
2862011;M. Olsztyn;2814063;Jeziorany;ponadgimnazjalne;123
2862011;M. Olsztyn;2814072;Jonkowo;ponadgimnazjalne;181
2862011;M. Olsztyn;2814082;Kolno;ponadgimnazjalne;24
2862011;M. Olsztyn;2814093;Olsztynek;ponadgimnazjalne;107
2862011;M. Olsztyn;2814102;Purda;ponadgimnazjalne;179
2862011;M. Olsztyn;2814112;Stawiguda;ponadgimnazjalne;158
2862011;M. Olsztyn;2814122;Świątki;ponadgimnazjalne;92
2862011;M. Olsztyn;2815011;Ostróda;ponadgimnazjalne;37
2862011;M. Olsztyn;2815042;Łukta;ponadgimnazjalne;81
2862011;M. Olsztyn;2815052;Małdyty;ponadgimnazjalne;15
2862011;M. Olsztyn;2815063;Miłakowo;ponadgimnazjalne;34
2862011;M. Olsztyn;2815083;Morąg;ponadgimnazjalne;85
2862011;M. Olsztyn;2815092;Ostróda;ponadgimnazjalne;17
2862011;M. Olsztyn;2817011;Szczytno;ponadgimnazjalne;55
2862011;M. Olsztyn;2817022;Dźwierzuty;ponadgimnazjalne;32
2862011;M. Olsztyn;2817032;Jedwabno;ponadgimnazjalne;20
2862011;M. Olsztyn;2817043;Pasym;ponadgimnazjalne;128
2862011;M. Olsztyn;2817052;Rozogi;ponadgimnazjalne;16
2862011;M. Olsztyn;2817062;Szczytno;ponadgimnazjalne;26
2862011;M. Olsztyn;2817072;Świętajno;ponadgimnazjalne;17
2862011;M. Olsztyn;2817082;Wielbark;ponadgimnazjalne;24
2862011;M. Olsztyn;2801011;Bartoszyce;dla_doroslych;12
2862011;M. Olsztyn;2811043;Nidzica;dla_doroslych;14
2862011;M. Olsztyn;2814013;Barczewo;dla_doroslych;24
2862011;M. Olsztyn;2814023;Biskupiec;dla_doroslych;28
2862011;M. Olsztyn;2814033;Dobre Miasto;dla_doroslych;13
2862011;M. Olsztyn;2814042;Dywity;dla_doroslych;12
2862011;M. Olsztyn;2814052;Gietrzwałd;dla_doroslych;12
2862011;M. Olsztyn;2814072;Jonkowo;dla_doroslych;20
2862011;M. Olsztyn;2814093;Olsztynek;dla_doroslych;23
2862011;M. Olsztyn;2814102;Purda;dla_doroslych;14
2862011;M. Olsztyn;2815083;Morąg;dla_doroslych;15
2862011;M. Olsztyn;2817011;Szczytno;dla_doroslych;14
2862011;M. Olsztyn;2817043;Pasym;dla_doroslych;10
3064011;M. Poznań;264011;M. Wrocław;podstawowe;24
3064011;M. Poznań;862011;M. Zielona Góra;podstawowe;14
3064011;M. Poznań;3016013;Oborniki;podstawowe;14
3064011;M. Poznań;3021011;Luboń;podstawowe;200
3064011;M. Poznań;3021021;Puszczykowo;podstawowe;22
3064011;M. Poznań;3021033;Buk;podstawowe;18
3064011;M. Poznań;3021042;Czerwonak;podstawowe;155
3064011;M. Poznań;3021052;Dopiewo;podstawowe;270
3064011;M. Poznań;3021062;Kleszczewo;podstawowe;59
3064011;M. Poznań;3021072;Komorniki;podstawowe;334
3064011;M. Poznań;3021083;Kostrzyn;podstawowe;46
3064011;M. Poznań;3021093;Kórnik;podstawowe;302
3064011;M. Poznań;3021103;Mosina;podstawowe;180
3064011;M. Poznań;3021113;Murowana Goślina;podstawowe;22
3064011;M. Poznań;3021123;Pobiedziska;podstawowe;47
3064011;M. Poznań;3021132;Rokietnica;podstawowe;461
3064011;M. Poznań;3021143;Stęszew;podstawowe;25
3064011;M. Poznań;3021152;Suchy Las;podstawowe;145
3064011;M. Poznań;3021163;Swarzędz;podstawowe;267
3064011;M. Poznań;3021172;Tarnowo Podgórne;podstawowe;183
3064011;M. Poznań;3024073;Szamotuły;podstawowe;19
3064011;M. Poznań;3262011;M. Szczecin;podstawowe;12
3064011;M. Poznań;3021011;Luboń;gimnazjalne;38
3064011;M. Poznań;3021021;Puszczykowo;gimnazjalne;14
3064011;M. Poznań;3021042;Czerwonak;gimnazjalne;53
3064011;M. Poznań;3021052;Dopiewo;gimnazjalne;99
3064011;M. Poznań;3021062;Kleszczewo;gimnazjalne;13
3064011;M. Poznań;3021072;Komorniki;gimnazjalne;81
3064011;M. Poznań;3021093;Kórnik;gimnazjalne;159
3064011;M. Poznań;3021103;Mosina;gimnazjalne;54
3064011;M. Poznań;3021123;Pobiedziska;gimnazjalne;13
3064011;M. Poznań;3021132;Rokietnica;gimnazjalne;92
3064011;M. Poznań;3021152;Suchy Las;gimnazjalne;44
3064011;M. Poznań;3021163;Swarzędz;gimnazjalne;83
3064011;M. Poznań;3021172;Tarnowo Podgórne;gimnazjalne;59
3064011;M. Poznań;3002043;Krzyż Wielkopolski;ponadgimnazjalne;11
3064011;M. Poznań;3003062;Łubowo;ponadgimnazjalne;15
3064011;M. Poznań;3004023;Gostyń;ponadgimnazjalne;10
3064011;M. Poznań;3005012;Granowo;ponadgimnazjalne;15
3064011;M. Poznań;3005023;Grodzisk Wielkopolski;ponadgimnazjalne;10
3064011;M. Poznań;3011011;Kościan;ponadgimnazjalne;30
3064011;M. Poznań;3011023;Czempiń;ponadgimnazjalne;46
3064011;M. Poznań;3011032;Kościan;ponadgimnazjalne;25
3064011;M. Poznań;3015043;Nowy Tomyśl;ponadgimnazjalne;37
3064011;M. Poznań;3015053;Opalenica;ponadgimnazjalne;39
3064011;M. Poznań;3016013;Oborniki;ponadgimnazjalne;90
3064011;M. Poznań;3016023;Rogoźno;ponadgimnazjalne;19
3064011;M. Poznań;3021011;Luboń;ponadgimnazjalne;426
3064011;M. Poznań;3021021;Puszczykowo;ponadgimnazjalne;103
3064011;M. Poznań;3021033;Buk;ponadgimnazjalne;132
3064011;M. Poznań;3021042;Czerwonak;ponadgimnazjalne;388
3064011;M. Poznań;3021052;Dopiewo;ponadgimnazjalne;413
3064011;M. Poznań;3021062;Kleszczewo;ponadgimnazjalne;122
3064011;M. Poznań;3021072;Komorniki;ponadgimnazjalne;377
3064011;M. Poznań;3021083;Kostrzyn;ponadgimnazjalne;161
3064011;M. Poznań;3021093;Kórnik;ponadgimnazjalne;383
3064011;M. Poznań;3021103;Mosina;ponadgimnazjalne;322
3064011;M. Poznań;3021113;Murowana Goślina;ponadgimnazjalne;158
3064011;M. Poznań;3021123;Pobiedziska;ponadgimnazjalne;309
3064011;M. Poznań;3021132;Rokietnica;ponadgimnazjalne;256
3064011;M. Poznań;3021143;Stęszew;ponadgimnazjalne;186
3064011;M. Poznań;3021152;Suchy Las;ponadgimnazjalne;384
3064011;M. Poznań;3021163;Swarzędz;ponadgimnazjalne;497
3064011;M. Poznań;3021172;Tarnowo Podgórne;ponadgimnazjalne;366
3064011;M. Poznań;3024022;Duszniki;ponadgimnazjalne;98
3064011;M. Poznań;3024032;Kaźmierz;ponadgimnazjalne;103
3064011;M. Poznań;3024063;Pniewy;ponadgimnazjalne;19
3064011;M. Poznań;3024073;Szamotuły;ponadgimnazjalne;41
3064011;M. Poznań;3024083;Wronki;ponadgimnazjalne;29
3064011;M. Poznań;3025043;Środa Wielkopolska;ponadgimnazjalne;37
3064011;M. Poznań;3025052;Zaniemyśl;ponadgimnazjalne;14
3064011;M. Poznań;3026043;Śrem;ponadgimnazjalne;15
3064011;M. Poznań;3028011;Wągrowiec;ponadgimnazjalne;22
3064011;M. Poznań;3028053;Skoki;ponadgimnazjalne;40
3064011;M. Poznań;3030033;Nekla;ponadgimnazjalne;32
3064011;M. Poznań;3030053;Września;ponadgimnazjalne;27
3064011;M. Poznań;3002011;Czarnków;dla_doroslych;10
3064011;M. Poznań;3003011;Gniezno;dla_doroslych;27
3064011;M. Poznań;3003062;Łubowo;dla_doroslych;11
3064011;M. Poznań;3003072;Mieleszyn;dla_doroslych;10
3064011;M. Poznań;3006023;Jarocin;dla_doroslych;19
3064011;M. Poznań;3011011;Kościan;dla_doroslych;13
3064011;M. Poznań;3014033;Międzychód;dla_doroslych;14
3064011;M. Poznań;3015043;Nowy Tomyśl;dla_doroslych;20
3064011;M. Poznań;3015053;Opalenica;dla_doroslych;18
3064011;M. Poznań;3016013;Oborniki;dla_doroslych;20
3064011;M. Poznań;3021011;Luboń;dla_doroslych;48
3064011;M. Poznań;3021033;Buk;dla_doroslych;10
3064011;M. Poznań;3021042;Czerwonak;dla_doroslych;41
3064011;M. Poznań;3021052;Dopiewo;dla_doroslych;36
3064011;M. Poznań;3021062;Kleszczewo;dla_doroslych;14
3064011;M. Poznań;3021072;Komorniki;dla_doroslych;26
3064011;M. Poznań;3021083;Kostrzyn;dla_doroslych;22
3064011;M. Poznań;3021093;Kórnik;dla_doroslych;78
3064011;M. Poznań;3021103;Mosina;dla_doroslych;44
3064011;M. Poznań;3021113;Murowana Goślina;dla_doroslych;17
3064011;M. Poznań;3021123;Pobiedziska;dla_doroslych;24
3064011;M. Poznań;3021132;Rokietnica;dla_doroslych;34
3064011;M. Poznań;3021143;Stęszew;dla_doroslych;27
3064011;M. Poznań;3021152;Suchy Las;dla_doroslych;12
3064011;M. Poznań;3021163;Swarzędz;dla_doroslych;67
3064011;M. Poznań;3021172;Tarnowo Podgórne;dla_doroslych;42
3064011;M. Poznań;3024032;Kaźmierz;dla_doroslych;10
3064011;M. Poznań;3024073;Szamotuły;dla_doroslych;27
3064011;M. Poznań;3024083;Wronki;dla_doroslych;16
3064011;M. Poznań;3025043;Środa Wielkopolska;dla_doroslych;31
3064011;M. Poznań;3026043;Śrem;dla_doroslych;20
3064011;M. Poznań;3028011;Wągrowiec;dla_doroslych;19
3064011;M. Poznań;3029033;Wolsztyn;dla_doroslych;15
3064011;M. Poznań;3030053;Września;dla_doroslych;23
3064011;M. Poznań;3062011;M. Konin;dla_doroslych;17
3262011;M. Szczecin;3204023;Goleniów;podstawowe;50
3262011;M. Szczecin;3206043;Gryfino;podstawowe;35
3262011;M. Szczecin;3206072;Stare Czarnowo;podstawowe;13
3262011;M. Szczecin;3211012;Dobra (Szczecińska);podstawowe;613
3262011;M. Szczecin;3211022;Kołbaskowo;podstawowe;185
3262011;M. Szczecin;3211043;Police;podstawowe;73
3262011;M. Szczecin;3214062;Kobylanka;podstawowe;19
3262011;M. Szczecin;3204023;Goleniów;gimnazjalne;23
3262011;M. Szczecin;3206043;Gryfino;gimnazjalne;14
3262011;M. Szczecin;3211012;Dobra (Szczecińska);gimnazjalne;352
3262011;M. Szczecin;3211022;Kołbaskowo;gimnazjalne;78
3262011;M. Szczecin;3211043;Police;gimnazjalne;46
3262011;M. Szczecin;801011;Kostrzyn nad Odrą;ponadgimnazjalne;11
3262011;M. Szczecin;3202023;Choszczno;ponadgimnazjalne;42
3262011;M. Szczecin;3202033;Drawno;ponadgimnazjalne;13
3262011;M. Szczecin;3202063;Recz;ponadgimnazjalne;13
3262011;M. Szczecin;3203023;Drawsko Pomorskie;ponadgimnazjalne;33
3262011;M. Szczecin;3203063;Złocieniec;ponadgimnazjalne;25
3262011;M. Szczecin;3204023;Goleniów;ponadgimnazjalne;349
3262011;M. Szczecin;3204033;Maszewo;ponadgimnazjalne;17
3262011;M. Szczecin;3204043;Nowogard;ponadgimnazjalne;39
3262011;M. Szczecin;3204052;Osina;ponadgimnazjalne;14
3262011;M. Szczecin;3204062;Przybiernów;ponadgimnazjalne;38
3262011;M. Szczecin;3204073;Stepnica;ponadgimnazjalne;25
3262011;M. Szczecin;3205023;Gryfice;ponadgimnazjalne;66
3262011;M. Szczecin;3205032;Karnice;ponadgimnazjalne;13
3262011;M. Szczecin;3205043;Płoty;ponadgimnazjalne;12
3262011;M. Szczecin;3205072;Rewal;ponadgimnazjalne;24
3262011;M. Szczecin;3206012;Banie;ponadgimnazjalne;47
3262011;M. Szczecin;3206023;Cedynia;ponadgimnazjalne;28
3262011;M. Szczecin;3206033;Chojna;ponadgimnazjalne;59
3262011;M. Szczecin;3206043;Gryfino;ponadgimnazjalne;278
3262011;M. Szczecin;3206053;Mieszkowice;ponadgimnazjalne;41
3262011;M. Szczecin;3206063;Moryń;ponadgimnazjalne;22
3262011;M. Szczecin;3206072;Stare Czarnowo;ponadgimnazjalne;87
3262011;M. Szczecin;3206083;Trzcińsko-Zdrój;ponadgimnazjalne;24
3262011;M. Szczecin;3206092;Widuchowa;ponadgimnazjalne;29
3262011;M. Szczecin;3207013;Dziwnów;ponadgimnazjalne;19
3262011;M. Szczecin;3207023;Golczewo;ponadgimnazjalne;23
3262011;M. Szczecin;3207033;Kamień Pomorski;ponadgimnazjalne;37
3262011;M. Szczecin;3207043;Międzyzdroje;ponadgimnazjalne;16
3262011;M. Szczecin;3207063;Wolin;ponadgimnazjalne;56
3262011;M. Szczecin;3210013;Barlinek;ponadgimnazjalne;12
3262011;M. Szczecin;3210022;Boleszkowice;ponadgimnazjalne;12
3262011;M. Szczecin;3210033;Dębno;ponadgimnazjalne;30
3262011;M. Szczecin;3210043;Myślibórz;ponadgimnazjalne;24
3262011;M. Szczecin;3211012;Dobra (Szczecińska);ponadgimnazjalne;615
3262011;M. Szczecin;3211022;Kołbaskowo;ponadgimnazjalne;263
3262011;M. Szczecin;3211033;Nowe Warpno;ponadgimnazjalne;25
3262011;M. Szczecin;3211043;Police;ponadgimnazjalne;573
3262011;M. Szczecin;3212012;Bielice;ponadgimnazjalne;24
3262011;M. Szczecin;3212022;Kozielice;ponadgimnazjalne;22
3262011;M. Szczecin;3212033;Lipiany;ponadgimnazjalne;23
3262011;M. Szczecin;3212042;Przelewice;ponadgimnazjalne;11
3262011;M. Szczecin;3212053;Pyrzyce;ponadgimnazjalne;55
3262011;M. Szczecin;3214011;Stargard;ponadgimnazjalne;63
3262011;M. Szczecin;3214023;Chociwel;ponadgimnazjalne;12
3262011;M. Szczecin;3214033;Dobrzany;ponadgimnazjalne;15
3262011;M. Szczecin;3214042;Dolice;ponadgimnazjalne;18
3262011;M. Szczecin;3214053;Ińsko;ponadgimnazjalne;16
3262011;M. Szczecin;3214062;Kobylanka;ponadgimnazjalne;52
3262011;M. Szczecin;3218023;Łobez;ponadgimnazjalne;27
3262011;M. Szczecin;3218043;Resko;ponadgimnazjalne;13
3262011;M. Szczecin;3218053;Węgorzyno;ponadgimnazjalne;20
3262011;M. Szczecin;3261011;M. Koszalin;ponadgimnazjalne;16
3262011;M. Szczecin;3263011;M. Świnoujście;ponadgimnazjalne;32
3262011;M. Szczecin;862011;M. Zielona Góra;dla_doroslych;12
3262011;M. Szczecin;3202023;Choszczno;dla_doroslych;15
3262011;M. Szczecin;3203023;Drawsko Pomorskie;dla_doroslych;16
3262011;M. Szczecin;3203063;Złocieniec;dla_doroslych;10
3262011;M. Szczecin;3204023;Goleniów;dla_doroslych;71
3262011;M. Szczecin;3204043;Nowogard;dla_doroslych;25
3262011;M. Szczecin;3204062;Przybiernów;dla_doroslych;11
3262011;M. Szczecin;3204073;Stepnica;dla_doroslych;15
3262011;M. Szczecin;3205023;Gryfice;dla_doroslych;36
3262011;M. Szczecin;3206012;Banie;dla_doroslych;20
3262011;M. Szczecin;3206033;Chojna;dla_doroslych;31
3262011;M. Szczecin;3206043;Gryfino;dla_doroslych;103
3262011;M. Szczecin;3206063;Moryń;dla_doroslych;12
3262011;M. Szczecin;3206072;Stare Czarnowo;dla_doroslych;13
3262011;M. Szczecin;3207033;Kamień Pomorski;dla_doroslych;19
3262011;M. Szczecin;3207063;Wolin;dla_doroslych;20
3262011;M. Szczecin;3208011;Kołobrzeg;dla_doroslych;10
3262011;M. Szczecin;3210043;Myślibórz;dla_doroslych;14
3262011;M. Szczecin;3211012;Dobra (Szczecińska);dla_doroslych;44
3262011;M. Szczecin;3211022;Kołbaskowo;dla_doroslych;38
3262011;M. Szczecin;3211043;Police;dla_doroslych;110
3262011;M. Szczecin;3212053;Pyrzyce;dla_doroslych;21
3262011;M. Szczecin;3214011;Stargard;dla_doroslych;35
3262011;M. Szczecin;3218023;Łobez;dla_doroslych;17
3262011;M. Szczecin;3263011;M. Świnoujście;dla_doroslych;33
