ID;KOD;NAZWA;mlodzi;sredni;starsi;suma
1;1218082;Tomice;1559;5760;920;8239
2;212033;Lwówek Śląski;2733;13273;2138;18144
3;414112;Warlubie;1221;4813;652;6686
4;416022;Gostycyn;957;3800;589;5346
5;601032;Biała Podlaska;2598;9342;1671;13611
6;601182;Wisznice;806;3527;850;5183
7;601142;Sławatycze;415;1621;483;2519
8;601112;Piszczac;1288;5006;1124;7418
9;601132;Rossosz;405;1620;364;2389
10;1003012;Buczek;784;3520;727;5031
11;1417011;Józefów;3453;13000;2582;19035
12;1417032;Celestynów;1888;8189;1308;11385
13;1437022;Kuczbork-Osada;847;3344;775;4966
14;2002013;Choroszcz;2176;10062;1789;14027
15;416063;Tuchola;3196;14180;2326;19702
16;418063;Chodecz;938;4658;882;6478
17;602142;Turobin;838;4161;1497;6496
18;802052;Gubin;1415;6369;911;8695
19;802011;Gubin;2231;11027;1759;15017
20;802032;Bytnica;458;2116;322;2896
21;1004082;Witonia;450;2339;539;3328
22;1418032;Lesznowola;3804;11706;1347;16857
23;1419022;Bodzanów;1333;5982;1245;8560
24;1816042;Chmielnik;1272;4789;990;7051
25;1816132;Trzebownisko;3616;14082;2394;20092
26;2002063;Łapy;3115;16440;3220;22775
27;2002082;Poświętne;604;2394;618;3616
28;418123;Lubraniec;1521;6991;1519;10031
29;2464011;Częstochowa;29337;169401;36892;235630
30;803023;Międzyrzecz;3778;18360;3070;25208
31;804023;Bytom Odrzański;795;3388;487;4670
32;805033;Ośno Lubuskie;1114;4699;694;6507
33;1006103;Rzgów;1573;7151;1264;9988
34;1007052;Paradyż;901;3039;660;4600
35;1007043;Opoczno;5854;25565;4013;35432
36;1007072;Sławno;1425;5059;1083;7567
37;1420122;Załuski;999;3954;775;5728
38;1605013;Gogolin;1651;8957;1898;12506
39;1605053;Zdzieszowice;2296;12325;1900;16521
40;216053;Przemków;1332;6448;1060;8840
41;217012;Borów;767;3737;711;5215
42;2402052;Jasienica;4053;16389;2621;23063
43;2402093;Wilamowice;2599;10914;2045;15558
44;614032;Janowiec;592;2671;507;3770
45;614052;Końskowola;1379;6361;1494;9234
46;614092;Puławy;2101;9345;2021;13467
47;2206052;Liniewo;852;3265;509;4626
48;1019032;Zapolice;779;3549;634;4962
49;1018032;Galewice;1060;4420;839;6319
50;1805092;Skołyszyn;2028;8685;1612;12325
51;1807092;Wojaszówka;1486;6311;1290;9087
52;226011;Wojcieszów;581;2978;496;4055
53;226021;Złotoryja;2211;12280;1854;16345
54;407073;Pakość;1543;7213;1219;9975
55;407082;Rojewo;852;3278;486;4616
56;408022;Bobrowniki;603;2271;316;3190
57;3210022;Boleszkowice;475;2100;319;2894
58;3210052;Nowogródek Pomorski;627;2446;342;3415
59;615072;Ulan-Majorat;1165;4144;912;6221
60;616032;Nowodwór;754;2853;499;4106
61;616052;Stężyca;820;3737;930;5487
62;617011;Świdnik;4473;22915;3760;31148
63;1020011;Głowno;2126;10858;2357;15341
64;1020052;Głowno;698;3305;793;4796
65;1021052;Rogów;720;3474;730;4924
66;1403011;Garwolin;3042;12265;1897;17204
67;1403032;Borowie;961;3598;780;5339
68;1403143;Żelechów;1516;5963;1036;8515
69;1809032;Horyniec-Zdrój;799;3421;762;4982
70;204043;Wąsosz;1293;5282;924;7499
71;3212022;Kozielice;447;1864;314;2625
72;3213032;Darłowo;1397;5846;809;8052
73;618011;Tomaszów Lubelski;2547;13221;2331;18099
74;618072;Rachanie;803;3815;984;5602
75;2212072;Potęgowo;1260;5210;691;7161
76;2212042;Główczyce;1831;6993;896;9720
77;2212062;Kobylnica;1795;7812;954;10561
78;1410012;Huszlew;502;1926;596;3024
79;1410023;Łosice;1708;7942;1492;11142
80;2814013;Barczewo;2885;12471;1684;17040
81;2801043;Bisztynek;1101;4926;840;6867
82;2815032;Grunwald;1152;4074;594;5820
83;2815011;Ostróda;5001;24646;4401;34048
84;2862011;Olsztyn;23050;127043;22312;172405
85;2819022;Pozezdrze;513;2444;445;3402
86;2802042;Lelkowo;458;2214;398;3070
87;2803011;Działdowo;3352;15906;2159;21417
88;2802022;Braniewo;1170;4604;595;6369
89;3001043;Margonin;1233;4675;611;6519
90;3002032;Drawsko;997;3973;628;5598
91;3002062;Połajewo;1184;4397;675;6256
92;3013072;Włoszakowice;1668;6182;892;8742
93;3013043;Rydzyna;1565;6098;789;8452
94;3018012;Czajków;419;1699;349;2467
95;3019032;Kaczory;1348;5659;727;7734
96;3019011;Piła;11160;54648;8870;74678
97;3019093;Wysoka;1260;4995;653;6908
98;3019073;Ujście;1371;5967;902;8240
99;3021062;Kleszczewo;1343;4349;504;6196
100;3024042;Obrzycko;796;3237;489;4522
101;3022033;Miejska Górka;1667;6628;1075;9370
102;3028053;Skoki;1624;6537;884;9045
103;3031033;Krajenka;1321;5439;766;7526
104;3010142;Wilczyn;1181;4420;711;6312
105;2602042;Nagłowice;827;3497;862;5186
106;2602063;Sędziszów;1926;9351;1799;13076
107;2602012;Imielno;706;3064;778;4548
108;2604012;Bieliny;1851;6932;1070;9853
109;2604112;Mniów;1619;6383;1047;9049
110;2605033;Końskie;5120;26424;5384;36928
111;2605083;Stąporków;2376;13066;3087;18529
112;2606053;Ożarów;1753;8062;1491;11306
113;2609082;Wilczyce;554;2581;587;3722
114;2608043;Pińczów;3002;15554;3376;21932
115;2612043;Osiek;1364;5529;1235;8128
116;2607062;Waśniów;1140;4789;1127;7056
117;2608052;Złota;672;3303;848;4823
118;2609011;Sandomierz;3351;18094;3793;25238
119;2609072;Samborzec;1277;5929;1431;8637
120;2806011;Giżycko;3825;19453;3743;27021
121;2804073;Pasłęk;3171;14257;2350;19778
122;2613012;Kluczewsko;915;3527;800;5242
123;2807011;Iława;4653;22657;3875;31185
124;1821022;Cisna;236;1280;211;1727
125;1801052;Lutowiska;357;1600;194;2151
126;1412123;Mrozy;1379;6040;1344;8763
127;1211023;Szczawnica;1183;5164;1039;7386
128;1205092;Sękowa;858;3480;665;5003
129;208143;Szczytna;993;5640;837;7470
130;208092;Lewin Kłodzki;359;1939;369;2667
131;612023;Józefów nad Wisłą;1021;4655;1194;6870
132;2601083;Wiślica;768;3840;1011;5619
133;1404043;Sanniki;984;4506;939;6429
134;1422042;Jednorożec;1438;5033;987;7458
135;2008022;Jasionówka;445;2033;502;2980
136;2477011;Tychy;17504;95591;15912;129007
137;3025032;Nowe Miasto nad Wartą;1611;6482;999;9092
138;2264011;Sopot;3180;21914;6655;31749
139;2211011;Hel;681;3030;404;4115
140;2211062;Krokowa;2154;7189;926;10269
141;1013042;Rawa Mazowiecka;1503;6183;1256;8942
142;1019042;Zduńska Wola;2015;8218;1525;11758
143;1016042;Czerniewice;847;3601;762;5210
144;2006042;Mały Płock;811;3413;775;4999
145;2807032;Iława;2801;10599;1330;14730
146;2801032;Bartoszyce;1992;8518;1301;11811
147;2413072;Świerklaniec;1869;9625;1763;13257
148;2408031;Orzesze;3121;14002;2685;19808
149;1433072;Sadowne;993;4230;1045;6268
150;3207063;Wolin;1936;8990;1287;12213
151;2601043;Pacanów;1160;5267;1522;7949
152;3021163;Swarzędz;7513;31214;3955;42682
153;3210043;Myślibórz;3056;15201;2614;20871
154;1406042;Goszczyn;562;1996;394;2952
155;1406022;Błędów;1272;5296;1223;7791
156;1810032;Czarna;1926;7713;1421;11060
157;1212073;Wolbrom;3441;16352;3546;23339
158;1215021;Sucha Beskidzka;1368;6629;1296;9293
159;205062;Wądroże Wielkie;694;2870;543;4107
160;408092;Wielgie;1270;4668;785;6723
161;408082;Tłuchowo;878;3176;557;4611
162;411011;Radziejów;859;4356;741;5956
163;3214023;Chociwel;940;4416;689;6045
164;3214053;Ińsko;553;2532;478;3563
165;619052;Urszulin;693;2736;635;4064
166;620082;Radecznica;815;4136;1381;6332
167;2213122;Starogard Gdański;3237;11698;1244;16179
168;2213132;Zblewo;2183;7980;1010;11173
169;2214062;Tczew;2525;9225;1118;12868
170;1411102;Szelków;811;2895;628;4334
171;1412011;Mińsk Mazowiecki;5954;24511;4414;34879
172;1412142;Stanisławów;1190;4734;882;6806
173;1412151;Sulejówek;2820;13126;2852;18798
174;1407032;Gniewoszów;617;2880;741;4238
175;1810042;Łańcut;3551;13896;2837;20284
176;1216072;Rzepiennik Strzyżewski;1270;4444;976;6690
177;208072;Kłodzko;2640;13066;2220;17926
178;3217043;Tuczno;821;3629;652;5102
179;662011;Chełm;8605;47749;8443;64797
180;664011;Zamość;8910;47071;7816;63797
181;811032;Brody;617;2553;366;3536
182;2215062;Linia;1353;4063;500;5916
183;1413011;Mława;4697;22244;3669;30610
184;1812012;Harasiuki;999;4421;942;6362
185;1216133;Wojnicz;2307;9268;1675;13250
186;209082;Ruja;460;1838;411;2709
187;413043;Więcbork;2362;9449;1637;13448
188;414032;Drzycim;885;3656;562;5103
189;3218013;Dobra;719;3294;522;4535
190;3218032;Radowo Małe;584;2699;415;3698
191;601021;Terespol;933;4100;714;5747
192;811052;Lipinki Łużyckie;531;2373;389;3293
193;1414063;Zakroczym;1018;4511;757;6286
194;1415032;Czerwin;837;3490;855;5182
195;1813052;Krzywcza;847;3517;632;4996
196;604082;Werbkowice;1504;6908;1565;9977
197;605032;Dzwola;1048;4378;1193;6619
198;606022;Fajsławice;720;3330;830;4880
199;805053;Słubice;2970;14897;2080;19947
200;806052;Zwierzyn;732;3007;483;4222
201;807032;Słońsk;865;3526;516;4907
202;1009052;Rząśnia;824;3228;775;4827
203;1421021;Pruszków;8527;40140;8620;57287
204;1819052;Wiśniowa;1474;5709;1206;8389
205;2005062;Hajnówka;731;3832;1222;5785
206;219043;Jaworzyna Śląska;1479;7402;1241;10122
207;2403062;Dębowiec;943;4005;673;5621
208;607023;Annopol;1466;6248;1423;9137
209;606032;Gorzków;426;2430;844;3700
210;606092;Rudnik;494;2069;748;3311
211;808032;Skąpe;774;3676;691;5141
212;808022;Łagów;770;3832;646;5248
213;809022;Bojadła;551;2465;446;3462
214;809013;Babimost;1010;4506;792;6308
215;1010022;Czarnocin;673;2760;611;4044
216;1010062;Moszczenica;2198;9142;1815;13155
217;1010082;Rozprza;2087;8478;1706;12271
218;1011033;Poddębice;2357;11424;2203;15984
219;1423032;Klwów;583;2252;655;3490
220;1423072;Rusinów;733;2878;710;4321
221;1608013;Dobrodzień;1409;7210;1529;10148
222;1202062;Iwkowa;1271;3948;769;5988
223;2008063;Mońki;2222;11050;2267;15539
224;221011;Boguszów-Gorce;2216;11720;2502;16438
225;2404042;Kamienica Polska;764;4006;856;5626
226;608082;Michów;1016;4140;1178;6334
227;608112;Ostrówek;732;2649;734;4115
228;809033;Czerwieńsk;1638;7262;922;9822
229;1012042;Gomunice;1007;4189;850;6046
230;1012082;Lgota Wielka;749;3082;644;4475
231;1012122;Radomsko;1146;4893;907;6946
232;1425042;Jastrzębia;1258;4557;738;6553
233;1609083;Ozimek;2420;15023;2652;20095
234;1203022;Babice;1481;7063;1459;10003
235;1204042;Mędrzechów;531;2429;578;3538
236;2010082;Perlejewo;477;1956;592;3025
237;222033;Wołów;3270;16893;3020;23183
238;223022;Długołęka;4310;17736;2243;24289
239;3202042;Krzęcin;594;2796;478;3868
240;1014032;Brąszewice;823;3013;624;4460
241;1425122;Wolanów;1756;6068;907;8731
242;1426053;Mordy;975;4168;1042;6185
243;3010103;Sompolno;1804;7396;1248;10448
244;3009043;Dąbie;957;4586;976;6519
245;3007093;Stawiszyn;1208;5261;944;7413
246;3008072;Trzcinica;841;3405;581;4827
247;3009063;Kłodawa;2139;9468;1904;13511
248;3010032;Kazimierz Biskupi;1937;8539;1185;11661
249;3031072;Zakrzewo;895;3479;523;4897
250;3012063;Zduny;1255;5392;809;7456
251;2406013;Kłobuck;3059;14849;2971;20879
252;3012033;Koźmin Wielkopolski;2215;9391;1736;13342
253;2405082;Wielowieś;830;4163;916;5909
254;2411053;Kuźnia Raciborska;1626;8746;1738;12110
255;2411022;Kornowac;757;3337;617;4711
256;2409053;Żarki;1385;6018;1149;8552
257;2416092;Włodowice;764;4055;842;5661
258;2416102;Żarnowiec;797;3296;817;4910
259;1433062;Miedzna;612;2827;723;4162
260;1433032;Korytnica;1071;4457;1086;6614
261;1208062;Racławice;374;1721;467;2562
262;1209042;Pcim;2190;7575;1267;11032
263;407053;Janikowo;2012;9909;1709;13630
264;3208052;Rymań;689;2839;444;3972
265;3209022;Biesiekierz;1009;4350;503;5862
266;1426082;Siedlce;2908;11661;1702;16271
267;1611043;Leśnica;1041;5690;1223;7954
268;1611063;Ujazd;947;4382;879;6208
269;1611073;Zawadzkie;1473;9408;1944;12825
270;1205023;Biecz;2773;11694;2368;16835
271;2009042;Puńsk;652;2971;654;4277
272;2011052;Kuźnica;610;2787;809;4206
273;2011072;Sidra;503;2532;730;3765
274;611021;Stoczek Łukowski;450;1963;339;2752
275;2203043;Debrzno;1369;5624;874;7867
276;1015022;Głuchów;1037;3843;976;5856
277;1427072;Zawidz;1275;4836;1028;7139
278;1429011;Sokołów Podlaski;2859;13523;2248;18630
279;1601022;Skarbimierz;1322;5343;758;7423
280;1802052;Jasienica Rosielna;1505;5223;916;7644
281;1801032;Czarna;433;1725;254;2412
282;1206072;Liszki;2773;12249;1832;16854
283;2011083;Sokółka;3973;19187;3462;26622
284;2012072;Suwałki;1340;5268;916;7524
285;2013042;Klukowo;735;2995;871;4601
286;613032;Milanów;721;2735;657;4113
287;1016052;Inowłódz;554;2669;671;3894
288;1016062;Lubochnia;1517;5516;973;8006
289;1429092;Sterdyń;631;2908;945;4484
290;1428011;Sochaczew;5423;27209;5062;37694
291;1428032;Iłów;1055;4233;890;6178
292;1428072;Sochaczew;1748;6964;1103;9815
293;1428082;Teresin;1924;8301;1492;11717
294;1804042;Jarosław;2226;9123;1526;12875
295;1207011;Limanowa;2580;10471;1760;14811
296;1207112;Słopnice;1701;4369;669;6739
297;403022;Dąbrowa Chełmińska;1427;5591;741;7759
298;403083;Solec Kujawski;2719;11917;2057;16693
299;405022;Ciechocin;789;2786;535;4110
300;405052;Radomin;657;2852;555;4064
301;3207052;Świerzno;771;3198;422;4391
302;3206033;Chojna;2321;10279;1583;14183
303;1002113;Żychlin;1599;9170;2025;12794
304;1002022;Bedlno;775;4048;1066;5889
305;202011;Bielawa;3938;22804;4852;31594
306;417052;Ryńsk;1510;5938;968;8416
307;2417112;Rajcza;1429;6361;1424;9214
308;2415052;Godów;2031;9152;1662;12845
309;2403092;Istebna;2284;7896;1192;11372
310;414102;Świekatowo;615;2343;361;3319
311;416052;Śliwice;1214;4210;657;6081
312;601042;Drelów;926;3592;848;5366
313;601052;Janów Podlaski;919;3775;818;5512
314;601152;Sosnówka;376;1750;565;2691
315;601172;Tuczna;545;2025;753;3323
316;601192;Zalesie;787;2944;712;4443
317;1417062;Osieck;554;2344;515;3413
318;1417021;Otwock;7154;32949;7626;47729
319;1435042;Somianka;946;3724;861;5531
320;1437052;Siemiątkowo;631;2522;547;3700
321;1814082;Tryńcza;1523;5628;1117;8268
322;1261011;Kraków;97130;541964;120175;759269
323;218022;Malczyce;898;4242;690;5830
324;218052;Udanin;817;3943;734;5494
325;213033;Milicz;4029;17495;2902;24426
326;602073;Józefów;1052;4794;1096;6942
327;602123;Tarnogród;1146;4982;970;7098
328;602132;Tereszpol;670;2764;594;4028
329;1006032;Brójce;1033;4406;676;6115
330;1419102;Radzanowo;1366;5636;916;7918
331;1462011;Płock;17577;90175;16228;123980
332;1816102;Lubenia;1035;4385;1028;6448
333;1817022;Besko;824;3123;474;4421
334;2002112;Turośń Kościelna;1006;3864;794;5664
335;2207011;Kwidzyn;6080;27360;3793;37233
336;418102;Lubanie;754;3332;596;4682
337;418092;Kowal;610;2823;578;4011
338;418113;Lubień Kujawski;1167;5322;1075;7564
339;419052;Rogowo;1193;4868;825;6886
340;2469011;Katowice;35705;216437;51679;303821
341;603092;Ruda-Huta;772;3282;642;4696
342;603042;Dorohusk;1017;4661;992;6670
343;603122;Wierzbica;949;3835;702;5486
344;804063;Nowe Miasteczko;887;3984;667;5538
345;1007023;Drzewica;1788;7508;1680;10976
346;1419082;Mała Wieś;949;4400;993;6342
347;1419072;Łąck;827;3792;636;5255
348;1419153;Wyszogród;835;4056;925;5816
349;1603011;Kędzierzyn-Koźle;8415;46196;9725;64336
350;1603032;Cisek;768;4059;1014;5841
351;1817052;Sanok;3514;14339;2487;20340
352;1818062;Zaleszany;1751;7549;1507;10807
353;217053;Wiązów;1237;5401;983;7621
354;461011;Bydgoszcz;45809;251056;54886;351751
355;404042;Lisewo;924;3867;611;5402
356;404072;Unisław;1190;4934;804;6928
357;2401011;Będzin;7688;43104;8850;59642
358;614112;Żyrzyn;1071;4613;1041;6725
359;614083;Nałęczów;1349;6371;1422;9142
360;2206022;Dziemiany;822;3007;404;4233
361;2206042;Kościerzyna;3207;10497;1264;14968
362;2206082;Stara Kiszewa;1313;4686;695;6694
363;2209032;Lichnowy;953;3377;448;4778
364;1805112;Tarnowiec;1513;6401;1325;9239
365;1807012;Chorkówka;2514;9701;1880;14095
366;1209092;Wiśniowa;1384;4874;814;7072
367;1210011;Grybów;1064;4130;833;6027
368;1210082;Łabowa;1331;3907;479;5717
369;1210042;Grybów;5274;15965;2604;23843
370;202062;Łagiewniki;1171;5524;939;7634
371;408011;Lipno;2415;10626;1784;14825
372;617033;Piaski;1615;7400;1729;10744
373;617022;Mełgiew;2580;12337;3206;18123
374;2210042;Stegna;1636;7018;1066;9720
375;2212011;Ustka;2291;12338;2231;16860
376;1402072;Opinogóra Górna;990;4136;798;5924
377;1402092;Sońsk;1256;5532;1161;7949
378;1403103;Pilawa;1803;6938;1145;9886
379;1809023;Cieszanów;1301;5457;1017;7775
380;1809042;Lubaczów;1553;6356;1255;9164
381;1809082;Wielkie Oczy;661;2725;620;4006
382;1210142;Podegrodzie;2716;8296;1277;12289
383;1210163;Stary Sącz;4501;16263;2488;23252
