Kod gminy miejsca zamieszkania;Kod gminy miejsca pracy;Liczba osób;Gmina miejsca zamieszkania;"Kod woj. miejsca zamieszkania";"Województwo miejsca zamieszkania";Gmina miejsca pracy;"Kod woj. miejsca pracy";"Województwo miejsca pracy"
3011011;3011024;64;Kościan;30;Wielkopolskie;Czempiń - miasto;30;Wielkopolskie
3011011;3011025;107;Kościan;30;Wielkopolskie;Czempiń - obszar wiejski;30;Wielkopolskie
3011011;3011032;600;Kościan;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011011;3011044;49;Kościan;30;Wielkopolskie;Krzywiń - miasto;30;Wielkopolskie
3011011;3011045;20;Kościan;30;Wielkopolskie;Krzywiń - obszar wiejski;30;Wielkopolskie
3011011;3011054;90;Kościan;30;Wielkopolskie;Śmigiel - miasto;30;Wielkopolskie
3011011;3011055;105;Kościan;30;Wielkopolskie;Śmigiel - obszar wiejski;30;Wielkopolskie
3011011;3013022;25;Kościan;30;Wielkopolskie;Lipno;30;Wielkopolskie
3011011;3013072;11;Kościan;30;Wielkopolskie;Włoszakowice;30;Wielkopolskie
3011011;3015054;19;Kościan;30;Wielkopolskie;Opalenica - miasto;30;Wielkopolskie
3011011;3016014;12;Kościan;30;Wielkopolskie;Oborniki - miasto;30;Wielkopolskie
3011011;3017011;17;Kościan;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3011011;3021011;22;Kościan;30;Wielkopolskie;Luboń;30;Wielkopolskie
3011011;3021021;54;Kościan;30;Wielkopolskie;Puszczykowo;30;Wielkopolskie
3011011;3021052;14;Kościan;30;Wielkopolskie;Dopiewo;30;Wielkopolskie
3011011;3021072;203;Kościan;30;Wielkopolskie;Komorniki;30;Wielkopolskie
3011011;3021095;35;Kościan;30;Wielkopolskie;Kórnik - obszar wiejski;30;Wielkopolskie
3011011;3021104;38;Kościan;30;Wielkopolskie;Mosina - miasto;30;Wielkopolskie
3011011;3021105;38;Kościan;30;Wielkopolskie;Mosina - obszar wiejski;30;Wielkopolskie
3011011;3021144;59;Kościan;30;Wielkopolskie;Stęszew - miasto;30;Wielkopolskie
3011011;3021145;30;Kościan;30;Wielkopolskie;Stęszew - obszar wiejski;30;Wielkopolskie
3011011;3021152;11;Kościan;30;Wielkopolskie;Suchy Las;30;Wielkopolskie
3011011;3021172;254;Kościan;30;Wielkopolskie;Tarnowo Podgórne;30;Wielkopolskie
3011011;3026012;35;Kościan;30;Wielkopolskie;Brodnica;30;Wielkopolskie
3011011;3026044;13;Kościan;30;Wielkopolskie;Śrem - miasto;30;Wielkopolskie
3011011;3029012;29;Kościan;30;Wielkopolskie;Przemęt;30;Wielkopolskie
3011011;3063011;142;Kościan;30;Wielkopolskie;Leszno;30;Wielkopolskie
3011011;3064011;797;Kościan;30;Wielkopolskie;Poznań;30;Wielkopolskie
3011024;1465011;25;Czempiń - miasto;30;Wielkopolskie;Warszawa;14;Mazowieckie
3011024;3011011;88;Czempiń - miasto;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011024;3011025;113;Czempiń - miasto;30;Wielkopolskie;Czempiń - obszar wiejski;30;Wielkopolskie
3011024;3011032;38;Czempiń - miasto;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011024;3016014;11;Czempiń - miasto;30;Wielkopolskie;Oborniki - miasto;30;Wielkopolskie
3011024;3021011;20;Czempiń - miasto;30;Wielkopolskie;Luboń;30;Wielkopolskie
3011024;3021021;47;Czempiń - miasto;30;Wielkopolskie;Puszczykowo;30;Wielkopolskie
3011024;3021052;12;Czempiń - miasto;30;Wielkopolskie;Dopiewo;30;Wielkopolskie
3011024;3021072;51;Czempiń - miasto;30;Wielkopolskie;Komorniki;30;Wielkopolskie
3011024;3021084;11;Czempiń - miasto;30;Wielkopolskie;Kostrzyn - miasto;30;Wielkopolskie
3011024;3021095;21;Czempiń - miasto;30;Wielkopolskie;Kórnik - obszar wiejski;30;Wielkopolskie
3011024;3021104;54;Czempiń - miasto;30;Wielkopolskie;Mosina - miasto;30;Wielkopolskie
3011024;3021105;46;Czempiń - miasto;30;Wielkopolskie;Mosina - obszar wiejski;30;Wielkopolskie
3011024;3021144;40;Czempiń - miasto;30;Wielkopolskie;Stęszew - miasto;30;Wielkopolskie
3011024;3021145;13;Czempiń - miasto;30;Wielkopolskie;Stęszew - obszar wiejski;30;Wielkopolskie
3011024;3021172;19;Czempiń - miasto;30;Wielkopolskie;Tarnowo Podgórne;30;Wielkopolskie
3011024;3026012;22;Czempiń - miasto;30;Wielkopolskie;Brodnica;30;Wielkopolskie
3011024;3026044;19;Czempiń - miasto;30;Wielkopolskie;Śrem - miasto;30;Wielkopolskie
3011024;3026045;11;Czempiń - miasto;30;Wielkopolskie;Śrem - obszar wiejski;30;Wielkopolskie
3011024;3064011;356;Czempiń - miasto;30;Wielkopolskie;Poznań;30;Wielkopolskie
3011025;1465011;15;Czempiń - obszar wiejski;30;Wielkopolskie;Warszawa;14;Mazowieckie
3011025;3005012;11;Czempiń - obszar wiejski;30;Wielkopolskie;Granowo;30;Wielkopolskie
3011025;3011011;123;Czempiń - obszar wiejski;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011025;3011024;138;Czempiń - obszar wiejski;30;Wielkopolskie;Czempiń - miasto;30;Wielkopolskie
3011025;3011032;73;Czempiń - obszar wiejski;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011025;3016014;25;Czempiń - obszar wiejski;30;Wielkopolskie;Oborniki - miasto;30;Wielkopolskie
3011025;3021011;11;Czempiń - obszar wiejski;30;Wielkopolskie;Luboń;30;Wielkopolskie
3011025;3021021;12;Czempiń - obszar wiejski;30;Wielkopolskie;Puszczykowo;30;Wielkopolskie
3011025;3021072;87;Czempiń - obszar wiejski;30;Wielkopolskie;Komorniki;30;Wielkopolskie
3011025;3021084;10;Czempiń - obszar wiejski;30;Wielkopolskie;Kostrzyn - miasto;30;Wielkopolskie
3011025;3021095;25;Czempiń - obszar wiejski;30;Wielkopolskie;Kórnik - obszar wiejski;30;Wielkopolskie
3011025;3021104;43;Czempiń - obszar wiejski;30;Wielkopolskie;Mosina - miasto;30;Wielkopolskie
3011025;3021105;57;Czempiń - obszar wiejski;30;Wielkopolskie;Mosina - obszar wiejski;30;Wielkopolskie
3011025;3021144;64;Czempiń - obszar wiejski;30;Wielkopolskie;Stęszew - miasto;30;Wielkopolskie
3011025;3021145;62;Czempiń - obszar wiejski;30;Wielkopolskie;Stęszew - obszar wiejski;30;Wielkopolskie
3011025;3021172;16;Czempiń - obszar wiejski;30;Wielkopolskie;Tarnowo Podgórne;30;Wielkopolskie
3011025;3026012;28;Czempiń - obszar wiejski;30;Wielkopolskie;Brodnica;30;Wielkopolskie
3011025;3026044;30;Czempiń - obszar wiejski;30;Wielkopolskie;Śrem - miasto;30;Wielkopolskie
3011025;3026045;24;Czempiń - obszar wiejski;30;Wielkopolskie;Śrem - obszar wiejski;30;Wielkopolskie
3011025;3064011;192;Czempiń - obszar wiejski;30;Wielkopolskie;Poznań;30;Wielkopolskie
3011032;0264011;14;Kościan;30;Wielkopolskie;Wrocław;02;Dolnośląskie
3011032;1212054;21;Kościan;30;Wielkopolskie;Olkusz - miasto;12;Małopolskie
3011032;1465011;67;Kościan;30;Wielkopolskie;Warszawa;14;Mazowieckie
3011032;2013011;20;Kościan;30;Wielkopolskie;Wysokie Mazowieckie;20;Podlaskie
3011032;3005012;17;Kościan;30;Wielkopolskie;Granowo;30;Wielkopolskie
3011032;3005024;17;Kościan;30;Wielkopolskie;Grodzisk Wielkopolski - miasto;30;Wielkopolskie
3011032;3005032;40;Kościan;30;Wielkopolskie;Kamieniec;30;Wielkopolskie
3011032;3005055;13;Kościan;30;Wielkopolskie;Wielichowo - obszar wiejski;30;Wielkopolskie
3011032;3011011;1081;Kościan;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011032;3011024;50;Kościan;30;Wielkopolskie;Czempiń - miasto;30;Wielkopolskie
3011032;3011025;107;Kościan;30;Wielkopolskie;Czempiń - obszar wiejski;30;Wielkopolskie
3011032;3011044;51;Kościan;30;Wielkopolskie;Krzywiń - miasto;30;Wielkopolskie
3011032;3011045;32;Kościan;30;Wielkopolskie;Krzywiń - obszar wiejski;30;Wielkopolskie
3011032;3011054;62;Kościan;30;Wielkopolskie;Śmigiel - miasto;30;Wielkopolskie
3011032;3011055;80;Kościan;30;Wielkopolskie;Śmigiel - obszar wiejski;30;Wielkopolskie
3011032;3013022;11;Kościan;30;Wielkopolskie;Lipno;30;Wielkopolskie
3011032;3013072;10;Kościan;30;Wielkopolskie;Włoszakowice;30;Wielkopolskie
3011032;3015054;24;Kościan;30;Wielkopolskie;Opalenica - miasto;30;Wielkopolskie
3011032;3016014;10;Kościan;30;Wielkopolskie;Oborniki - miasto;30;Wielkopolskie
3011032;3017011;24;Kościan;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3011032;3021011;15;Kościan;30;Wielkopolskie;Luboń;30;Wielkopolskie
3011032;3021021;24;Kościan;30;Wielkopolskie;Puszczykowo;30;Wielkopolskie
3011032;3021052;16;Kościan;30;Wielkopolskie;Dopiewo;30;Wielkopolskie
3011032;3021062;10;Kościan;30;Wielkopolskie;Kleszczewo;30;Wielkopolskie
3011032;3021072;197;Kościan;30;Wielkopolskie;Komorniki;30;Wielkopolskie
3011032;3021084;11;Kościan;30;Wielkopolskie;Kostrzyn - miasto;30;Wielkopolskie
3011032;3021095;22;Kościan;30;Wielkopolskie;Kórnik - obszar wiejski;30;Wielkopolskie
3011032;3021104;16;Kościan;30;Wielkopolskie;Mosina - miasto;30;Wielkopolskie
3011032;3021105;29;Kościan;30;Wielkopolskie;Mosina - obszar wiejski;30;Wielkopolskie
3011032;3021144;54;Kościan;30;Wielkopolskie;Stęszew - miasto;30;Wielkopolskie
3011032;3021145;30;Kościan;30;Wielkopolskie;Stęszew - obszar wiejski;30;Wielkopolskie
3011032;3021172;140;Kościan;30;Wielkopolskie;Tarnowo Podgórne;30;Wielkopolskie
3011032;3026044;20;Kościan;30;Wielkopolskie;Śrem - miasto;30;Wielkopolskie
3011032;3026045;19;Kościan;30;Wielkopolskie;Śrem - obszar wiejski;30;Wielkopolskie
3011032;3029012;14;Kościan;30;Wielkopolskie;Przemęt;30;Wielkopolskie
3011032;3063011;99;Kościan;30;Wielkopolskie;Leszno;30;Wielkopolskie
3011032;3064011;573;Kościan;30;Wielkopolskie;Poznań;30;Wielkopolskie
3011044;3011011;37;Krzywiń - miasto;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011044;3011045;33;Krzywiń - miasto;30;Wielkopolskie;Krzywiń - obszar wiejski;30;Wielkopolskie
3011044;3021095;10;Krzywiń - miasto;30;Wielkopolskie;Kórnik - obszar wiejski;30;Wielkopolskie
3011044;3026044;10;Krzywiń - miasto;30;Wielkopolskie;Śrem - miasto;30;Wielkopolskie
3011044;3063011;34;Krzywiń - miasto;30;Wielkopolskie;Leszno;30;Wielkopolskie
3011044;3064011;19;Krzywiń - miasto;30;Wielkopolskie;Poznań;30;Wielkopolskie
3011045;1465011;11;Krzywiń - obszar wiejski;30;Wielkopolskie;Warszawa;14;Mazowieckie
3011045;2661011;11;Krzywiń - obszar wiejski;30;Wielkopolskie;Kielce;26;Świętokrzyskie
3011045;3004024;72;Krzywiń - obszar wiejski;30;Wielkopolskie;Gostyń - miasto;30;Wielkopolskie
3011045;3004025;43;Krzywiń - obszar wiejski;30;Wielkopolskie;Gostyń - obszar wiejski;30;Wielkopolskie
3011045;3004052;14;Krzywiń - obszar wiejski;30;Wielkopolskie;Piaski;30;Wielkopolskie
3011045;3011011;133;Krzywiń - obszar wiejski;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011045;3011025;15;Krzywiń - obszar wiejski;30;Wielkopolskie;Czempiń - obszar wiejski;30;Wielkopolskie
3011045;3011032;77;Krzywiń - obszar wiejski;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011045;3011044;331;Krzywiń - obszar wiejski;30;Wielkopolskie;Krzywiń - miasto;30;Wielkopolskie
3011045;3011055;19;Krzywiń - obszar wiejski;30;Wielkopolskie;Śmigiel - obszar wiejski;30;Wielkopolskie
3011045;3012044;17;Krzywiń - obszar wiejski;30;Wielkopolskie;Krotoszyn - miasto;30;Wielkopolskie
3011045;3013012;15;Krzywiń - obszar wiejski;30;Wielkopolskie;Krzemieniewo;30;Wielkopolskie
3011045;3013044;12;Krzywiń - obszar wiejski;30;Wielkopolskie;Rydzyna - miasto;30;Wielkopolskie
3011045;3021072;15;Krzywiń - obszar wiejski;30;Wielkopolskie;Komorniki;30;Wielkopolskie
3011045;3021095;40;Krzywiń - obszar wiejski;30;Wielkopolskie;Kórnik - obszar wiejski;30;Wielkopolskie
3011045;3026025;12;Krzywiń - obszar wiejski;30;Wielkopolskie;Dolsk - obszar wiejski;30;Wielkopolskie
3011045;3026044;99;Krzywiń - obszar wiejski;30;Wielkopolskie;Śrem - miasto;30;Wielkopolskie
3011045;3026045;84;Krzywiń - obszar wiejski;30;Wielkopolskie;Śrem - obszar wiejski;30;Wielkopolskie
3011045;3063011;118;Krzywiń - obszar wiejski;30;Wielkopolskie;Leszno;30;Wielkopolskie
3011045;3064011;126;Krzywiń - obszar wiejski;30;Wielkopolskie;Poznań;30;Wielkopolskie
3011054;1212054;15;Śmigiel - miasto;30;Wielkopolskie;Olkusz - miasto;12;Małopolskie
3011054;3011011;138;Śmigiel - miasto;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011054;3011032;32;Śmigiel - miasto;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011054;3011044;18;Śmigiel - miasto;30;Wielkopolskie;Krzywiń - miasto;30;Wielkopolskie
3011054;3011055;197;Śmigiel - miasto;30;Wielkopolskie;Śmigiel - obszar wiejski;30;Wielkopolskie
3011054;3013022;35;Śmigiel - miasto;30;Wielkopolskie;Lipno;30;Wielkopolskie
3011054;3013052;12;Śmigiel - miasto;30;Wielkopolskie;Święciechowa;30;Wielkopolskie
3011054;3013072;37;Śmigiel - miasto;30;Wielkopolskie;Włoszakowice;30;Wielkopolskie
3011054;3029012;30;Śmigiel - miasto;30;Wielkopolskie;Przemęt;30;Wielkopolskie
3011054;3063011;131;Śmigiel - miasto;30;Wielkopolskie;Leszno;30;Wielkopolskie
3011054;3064011;81;Śmigiel - miasto;30;Wielkopolskie;Poznań;30;Wielkopolskie
3011055;1212054;30;Śmigiel - obszar wiejski;30;Wielkopolskie;Olkusz - miasto;12;Małopolskie
3011055;1465011;14;Śmigiel - obszar wiejski;30;Wielkopolskie;Warszawa;14;Mazowieckie
3011055;2013011;16;Śmigiel - obszar wiejski;30;Wielkopolskie;Wysokie Mazowieckie;20;Podlaskie
3011055;3005024;18;Śmigiel - obszar wiejski;30;Wielkopolskie;Grodzisk Wielkopolski - miasto;30;Wielkopolskie
3011055;3005055;24;Śmigiel - obszar wiejski;30;Wielkopolskie;Wielichowo - obszar wiejski;30;Wielkopolskie
3011055;3011011;279;Śmigiel - obszar wiejski;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011055;3011025;16;Śmigiel - obszar wiejski;30;Wielkopolskie;Czempiń - obszar wiejski;30;Wielkopolskie
3011055;3011032;137;Śmigiel - obszar wiejski;30;Wielkopolskie;Kościan;30;Wielkopolskie
3011055;3011044;41;Śmigiel - obszar wiejski;30;Wielkopolskie;Krzywiń - miasto;30;Wielkopolskie
3011055;3011054;400;Śmigiel - obszar wiejski;30;Wielkopolskie;Śmigiel - miasto;30;Wielkopolskie
3011055;3013022;63;Śmigiel - obszar wiejski;30;Wielkopolskie;Lipno;30;Wielkopolskie
3011055;3013052;14;Śmigiel - obszar wiejski;30;Wielkopolskie;Święciechowa;30;Wielkopolskie
3011055;3013072;118;Śmigiel - obszar wiejski;30;Wielkopolskie;Włoszakowice;30;Wielkopolskie
3011055;3017011;18;Śmigiel - obszar wiejski;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3011055;3021072;29;Śmigiel - obszar wiejski;30;Wielkopolskie;Komorniki;30;Wielkopolskie
3011055;3021172;30;Śmigiel - obszar wiejski;30;Wielkopolskie;Tarnowo Podgórne;30;Wielkopolskie
3011055;3029012;52;Śmigiel - obszar wiejski;30;Wielkopolskie;Przemęt;30;Wielkopolskie
3011055;3063011;270;Śmigiel - obszar wiejski;30;Wielkopolskie;Leszno;30;Wielkopolskie
3011055;3064011;213;Śmigiel - obszar wiejski;30;Wielkopolskie;Poznań;30;Wielkopolskie
3012011;0213034;18;Sulmierzyce;30;Wielkopolskie;Milicz - miasto;02;Dolnośląskie
3012011;0213035;53;Sulmierzyce;30;Wielkopolskie;Milicz - obszar wiejski;02;Dolnośląskie
3012011;3012044;222;Sulmierzyce;30;Wielkopolskie;Krotoszyn - miasto;30;Wielkopolskie
3012011;3012045;16;Sulmierzyce;30;Wielkopolskie;Krotoszyn - obszar wiejski;30;Wielkopolskie
3012011;3012064;17;Sulmierzyce;30;Wielkopolskie;Zduny - miasto;30;Wielkopolskie
3012011;3017011;30;Sulmierzyce;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3012011;3017034;34;Sulmierzyce;30;Wielkopolskie;Odolanów - miasto;30;Wielkopolskie
3012011;3017035;10;Sulmierzyce;30;Wielkopolskie;Odolanów - obszar wiejski;30;Wielkopolskie
3012011;3064011;18;Sulmierzyce;30;Wielkopolskie;Poznań;30;Wielkopolskie
3012024;0264011;10;Kobylin - miasto;30;Wielkopolskie;Wrocław;02;Dolnośląskie
3012024;1465011;20;Kobylin - miasto;30;Wielkopolskie;Warszawa;14;Mazowieckie
3012024;3004042;15;Kobylin - miasto;30;Wielkopolskie;Pępowo;30;Wielkopolskie
3012024;3012025;63;Kobylin - miasto;30;Wielkopolskie;Kobylin - obszar wiejski;30;Wielkopolskie
3012024;3012044;109;Kobylin - miasto;30;Wielkopolskie;Krotoszyn - miasto;30;Wielkopolskie
3012024;3012064;16;Kobylin - miasto;30;Wielkopolskie;Zduny - miasto;30;Wielkopolskie
3012024;3012065;16;Kobylin - miasto;30;Wielkopolskie;Zduny - obszar wiejski;30;Wielkopolskie
3012024;3017011;16;Kobylin - miasto;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3012024;3064011;191;Kobylin - miasto;30;Wielkopolskie;Poznań;30;Wielkopolskie
3012025;1465011;31;Kobylin - obszar wiejski;30;Wielkopolskie;Warszawa;14;Mazowieckie
3012025;3004042;27;Kobylin - obszar wiejski;30;Wielkopolskie;Pępowo;30;Wielkopolskie
3012025;3006025;13;Kobylin - obszar wiejski;30;Wielkopolskie;Jarocin - obszar wiejski;30;Wielkopolskie
3012025;3012024;100;Kobylin - obszar wiejski;30;Wielkopolskie;Kobylin - miasto;30;Wielkopolskie
3012025;3012044;179;Kobylin - obszar wiejski;30;Wielkopolskie;Krotoszyn - miasto;30;Wielkopolskie
3012025;3012045;21;Kobylin - obszar wiejski;30;Wielkopolskie;Krotoszyn - obszar wiejski;30;Wielkopolskie
3012025;3012064;12;Kobylin - obszar wiejski;30;Wielkopolskie;Zduny - miasto;30;Wielkopolskie
3012025;3012065;10;Kobylin - obszar wiejski;30;Wielkopolskie;Zduny - obszar wiejski;30;Wielkopolskie
3012025;3017011;10;Kobylin - obszar wiejski;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3012025;3022024;12;Kobylin - obszar wiejski;30;Wielkopolskie;Jutrosin - miasto;30;Wielkopolskie
3012025;3022025;48;Kobylin - obszar wiejski;30;Wielkopolskie;Jutrosin - obszar wiejski;30;Wielkopolskie
3012025;3064011;227;Kobylin - obszar wiejski;30;Wielkopolskie;Poznań;30;Wielkopolskie
3012034;1465011;10;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Warszawa;14;Mazowieckie
3012034;3006015;10;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Jaraczewo - obszar wiejski;30;Wielkopolskie
3012034;3006024;58;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Jarocin - miasto;30;Wielkopolskie
3012034;3006025;46;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Jarocin - obszar wiejski;30;Wielkopolskie
3012034;3012035;92;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie
3012034;3012044;258;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Krotoszyn - miasto;30;Wielkopolskie
3012034;3012045;12;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Krotoszyn - obszar wiejski;30;Wielkopolskie
3012034;3012052;16;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Rozdrażew;30;Wielkopolskie
3012034;3017011;19;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3012034;3020034;43;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Dobrzyca - miasto;30;Wielkopolskie
3012034;3020035;11;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Dobrzyca - obszar wiejski;30;Wielkopolskie
3012034;3061011;23;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Kalisz;30;Wielkopolskie
3012034;3064011;80;Koźmin Wielkopolski - miasto;30;Wielkopolskie;Poznań;30;Wielkopolskie
3012035;3006024;50;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Jarocin - miasto;30;Wielkopolskie
3012035;3006025;88;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Jarocin - obszar wiejski;30;Wielkopolskie
3012035;3012034;438;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Koźmin Wielkopolski - miasto;30;Wielkopolskie
3012035;3012044;193;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Krotoszyn - miasto;30;Wielkopolskie
3012035;3012045;16;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Krotoszyn - obszar wiejski;30;Wielkopolskie
3012035;3012052;16;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Rozdrażew;30;Wielkopolskie
3012035;3020034;30;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Dobrzyca - miasto;30;Wielkopolskie
3012035;3020035;19;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Dobrzyca - obszar wiejski;30;Wielkopolskie
3012035;3064011;78;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie;Poznań;30;Wielkopolskie
3012044;0213012;22;Krotoszyn - miasto;30;Wielkopolskie;Cieszków;02;Dolnośląskie
3012044;0213034;21;Krotoszyn - miasto;30;Wielkopolskie;Milicz - miasto;02;Dolnośląskie
3012044;0213035;11;Krotoszyn - miasto;30;Wielkopolskie;Milicz - obszar wiejski;02;Dolnośląskie
3012044;0264011;33;Krotoszyn - miasto;30;Wielkopolskie;Wrocław;02;Dolnośląskie
3012044;1465011;56;Krotoszyn - miasto;30;Wielkopolskie;Warszawa;14;Mazowieckie
3012044;3004064;16;Krotoszyn - miasto;30;Wielkopolskie;Pogorzela - miasto;30;Wielkopolskie
3012044;3006024;21;Krotoszyn - miasto;30;Wielkopolskie;Jarocin - miasto;30;Wielkopolskie
3012044;3006025;35;Krotoszyn - miasto;30;Wielkopolskie;Jarocin - obszar wiejski;30;Wielkopolskie
3012044;3012011;23;Krotoszyn - miasto;30;Wielkopolskie;Sulmierzyce;30;Wielkopolskie
3012044;3012024;28;Krotoszyn - miasto;30;Wielkopolskie;Kobylin - miasto;30;Wielkopolskie
3012044;3012025;22;Krotoszyn - miasto;30;Wielkopolskie;Kobylin - obszar wiejski;30;Wielkopolskie
3012044;3012034;125;Krotoszyn - miasto;30;Wielkopolskie;Koźmin Wielkopolski - miasto;30;Wielkopolskie
3012044;3012035;19;Krotoszyn - miasto;30;Wielkopolskie;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie
3012044;3012045;212;Krotoszyn - miasto;30;Wielkopolskie;Krotoszyn - obszar wiejski;30;Wielkopolskie
3012044;3012052;47;Krotoszyn - miasto;30;Wielkopolskie;Rozdrażew;30;Wielkopolskie
3012044;3012064;172;Krotoszyn - miasto;30;Wielkopolskie;Zduny - miasto;30;Wielkopolskie
3012044;3012065;118;Krotoszyn - miasto;30;Wielkopolskie;Zduny - obszar wiejski;30;Wielkopolskie
3012044;3017011;90;Krotoszyn - miasto;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3012044;3020034;17;Krotoszyn - miasto;30;Wielkopolskie;Dobrzyca - miasto;30;Wielkopolskie
3012044;3021072;10;Krotoszyn - miasto;30;Wielkopolskie;Komorniki;30;Wielkopolskie
3012044;3061011;18;Krotoszyn - miasto;30;Wielkopolskie;Kalisz;30;Wielkopolskie
3012044;3064011;260;Krotoszyn - miasto;30;Wielkopolskie;Poznań;30;Wielkopolskie
3012045;0264011;20;Krotoszyn - obszar wiejski;30;Wielkopolskie;Wrocław;02;Dolnośląskie
3012045;1465011;21;Krotoszyn - obszar wiejski;30;Wielkopolskie;Warszawa;14;Mazowieckie
3012045;3006024;20;Krotoszyn - obszar wiejski;30;Wielkopolskie;Jarocin - miasto;30;Wielkopolskie
3012045;3012011;21;Krotoszyn - obszar wiejski;30;Wielkopolskie;Sulmierzyce;30;Wielkopolskie
3012045;3012034;34;Krotoszyn - obszar wiejski;30;Wielkopolskie;Koźmin Wielkopolski - miasto;30;Wielkopolskie
3012045;3012035;10;Krotoszyn - obszar wiejski;30;Wielkopolskie;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie
3012045;3012044;1369;Krotoszyn - obszar wiejski;30;Wielkopolskie;Krotoszyn - miasto;30;Wielkopolskie
3012045;3012052;15;Krotoszyn - obszar wiejski;30;Wielkopolskie;Rozdrażew;30;Wielkopolskie
3012045;3012064;44;Krotoszyn - obszar wiejski;30;Wielkopolskie;Zduny - miasto;30;Wielkopolskie
3012045;3012065;20;Krotoszyn - obszar wiejski;30;Wielkopolskie;Zduny - obszar wiejski;30;Wielkopolskie
3012045;3017011;75;Krotoszyn - obszar wiejski;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3012045;3017065;10;Krotoszyn - obszar wiejski;30;Wielkopolskie;Raszków - obszar wiejski;30;Wielkopolskie
3012045;3061011;18;Krotoszyn - obszar wiejski;30;Wielkopolskie;Kalisz;30;Wielkopolskie
3012045;3064011;117;Krotoszyn - obszar wiejski;30;Wielkopolskie;Poznań;30;Wielkopolskie
3012052;0264011;11;Rozdrażew;30;Wielkopolskie;Wrocław;02;Dolnośląskie
3012052;3006025;12;Rozdrażew;30;Wielkopolskie;Jarocin - obszar wiejski;30;Wielkopolskie
3012052;3012034;77;Rozdrażew;30;Wielkopolskie;Koźmin Wielkopolski - miasto;30;Wielkopolskie
3012052;3012035;17;Rozdrażew;30;Wielkopolskie;Koźmin Wielkopolski - obszar wiejski;30;Wielkopolskie
3012052;3012044;344;Rozdrażew;30;Wielkopolskie;Krotoszyn - miasto;30;Wielkopolskie
3012052;3012045;27;Rozdrażew;30;Wielkopolskie;Krotoszyn - obszar wiejski;30;Wielkopolskie
3012052;3012064;12;Rozdrażew;30;Wielkopolskie;Zduny - miasto;30;Wielkopolskie
3012052;3017011;12;Rozdrażew;30;Wielkopolskie;Ostrów Wielkopolski;30;Wielkopolskie
3012052;3020034;39;Rozdrażew;30;Wielkopolskie;Dobrzyca - miasto;30;Wielkopolskie
3012052;3020035;44;Rozdrażew;30;Wielkopolskie;Dobrzyca - obszar wiejski;30;Wielkopolskie
3012052;3020064;10;Rozdrażew;30;Wielkopolskie;Pleszew - miasto;30;Wielkopolskie
3012052;3064011;30;Rozdrażew;30;Wielkopolskie;Poznań;30;Wielkopolskie
